,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-08-31,30758.00000,16860.00000,13898.00000,3116.00000,1066.00000,34.00000,4196.00000,9702.00000,-131.00000,9571.00000,888.00000,8683.00000,8687.00000,8687.00000,16818.00000,9702.00000,1112.00000,1122.00000,7.81000,7.75000
2021-08-31,27705.00000,17282.00000,10423.00000,2663.00000,894.00000,-95.00000,4140.00000,6283.00000,-65.00000,6218.00000,394.00000,5824.00000,5861.00000,5861.00000,12497.00000,6283.00000,1120.00000,1141.00000,5.23000,5.14000
2020-08-31,21435.00000,14883.00000,6552.00000,2600.00000,881.00000,-8.00000,3549.00000,3003.00000,-20.00000,2983.00000,280.00000,2703.00000,2710.00000,2687.00000,8653.00000,3003.00000,1110.00000,1131.00000,2.42000,2.37000
2019-08-31,23406.00000,12704.00000,10702.00000,2441.00000,836.00000,-78.00000,3326.00000,7376.00000,-328.00000,7048.00000,693.00000,6355.00000,6358.00000,6313.00000,12849.00000,7376.00000,1114.00000,1143.00000,5.67000,5.51000
2018-08-31,30391.00000,12500.00000,17891.00000,2141.00000,813.00000,57.00000,2897.00000,14994.00000,-687.00000,14307.00000,168.00000,14139.00000,14138.00000,14135.00000,19854.00000,14994.00000,1152.00000,1229.00000,12.27000,11.51000
2017-08-31,20322.00000,11886.00000,8436.00000,1824.00000,743.00000,-1.00000,2568.00000,5868.00000,-672.00000,5196.00000,114.00000,5082.00000,5090.00000,5089.00000,9854.00000,5868.00000,1089.00000,1154.00000,4.67000,4.41000
2016-08-31,12399.00000,9894.00000,2505.00000,1617.00000,659.00000,-61.00000,2337.00000,168.00000,-449.00000,-281.00000,19.00000,-300.00000,-275.00000,-276.00000,3274.00000,168.00000,1036.00000,1036.00000,-0.27000,-0.27000
2015-08-31,16192.00000,10977.00000,5215.00000,1540.00000,719.00000,45.00000,2217.00000,2998.00000,-389.00000,2609.00000,157.00000,2452.00000,2899.00000,2899.00000,5803.00000,2998.00000,1070.00000,1170.00000,2.71000,2.47000
2014-08-31,16358.00000,10921.00000,5437.00000,1371.00000,707.00000,-232.00000,2350.00000,3087.00000,-354.00000,2733.00000,128.00000,2605.00000,3079.00000,3045.00000,5357.00000,3087.00000,1060.00000,1198.00000,2.87000,2.54000
2013-08-31,9073.00000,7226.00000,1847.00000,931.00000,562.00000,8.00000,1611.00000,236.00000,1049.00000,1285.00000,8.00000,1277.00000,1194.00000,1190.00000,2162.00000,236.00000,1022.00000,1057.00000,1.16000,1.13000
2012-08-31,8234.00000,7266.00000,968.00000,918.00000,620.00000,-32.00000,1580.00000,-612.00000,-142.00000,-754.00000,-17.00000,-737.00000,-1031.00000,-1032.00000,1610.00000,-612.00000,991.00000,991.00000,-1.04000,-1.04000
2011-08-31,8788.00000,7030.00000,1758.00000,791.00000,592.00000,311.00000,997.00000,761.00000,-210.00000,551.00000,203.00000,348.00000,190.00000,167.00000,2923.00000,761.00000,988.00000,1007.50000,0.17000,0.17000
2010-08-31,8482.00000,5768.00000,2714.00000,624.00000,528.00000,27.00000,1125.00000,1589.00000,331.00000,1920.00000,-19.00000,1939.00000,1900.00000,1850.00000,3594.00000,1589.00000,887.50000,1050.70000,2.09000,1.85000
2009-08-31,4803.00000,5243.00000,-440.00000,647.00000,354.00000,-235.00000,1236.00000,-1676.00000,-176.00000,-1852.00000,1.00000,-1853.00000,-1993.00000,-1882.00000,510.00000,-1676.00000,800.70000,800.70000,-2.35000,-2.35000
