,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3188.84300,959.96300,2228.88000,333.63900,970.38500,1713.87500,515.00510,-137.51400,377.49100,15.36100,362.13000,362.13000,-2.21100,361.94600,924.85610,515.00510,282.56400,295.21500,1.28000,1.24000
2021-12-31,2983.27700,839.30800,2143.96900,241.04900,981.28000,1292.29000,851.67900,-595.53100,256.14800,-19.89700,276.04500,276.04500,0.50900,277.72300,921.64000,851.67900,275.00400,304.84000,1.01000,0.93000
2020-12-31,2391.26900,635.83300,1755.43600,169.81100,791.11400,1009.72100,745.71500,-114.76300,630.95200,43.27300,587.67900,587.67900,-366.07000,162.32900,794.51100,745.71500,223.43300,256.02000,0.73000,0.66000
2019-12-31,2051.25800,527.18400,1524.07400,151.96000,683.57800,878.62000,645.45410,-113.03400,532.42000,15.08000,517.34000,517.34000,49.18700,453.83800,688.53610,645.45410,181.86900,201.78200,2.50000,2.15000
2018-12-31,1729.85000,410.00000,1319.85000,132.03000,602.20600,770.38100,549.46900,-87.05800,462.41100,11.30700,451.10400,451.10400,306.64300,626.96100,585.61400,549.46900,180.02500,197.11000,3.48000,3.05000
2017-12-31,3307.23900,651.00800,2656.23100,250.87900,2100.47800,2467.76500,188.46610,-121.50800,66.95800,-291.05000,358.00800,358.00800,,304.92400,304.87410,188.46610,80.08900,85.31000,3.81000,3.18000
2016-12-31,3139.88200,755.73000,2384.15200,212.76500,1777.54300,2416.77700,-32.62480,-48.46000,-81.08500,-64.93400,-16.15100,-16.15100,,-41.28000,393.84420,-32.62480,80.04500,80.04500,-0.52000,-0.52000
2015-12-31,3230.93300,778.16100,2452.77200,196.62300,1860.34800,2273.18400,179.58790,-36.69800,142.89000,29.51600,113.37400,113.37400,,119.47200,395.80090,179.58790,82.94400,88.26700,1.44000,1.33000
2014-12-31,3109.54700,860.20400,2249.34300,160.51500,1591.01900,1870.61600,378.72710,-108.79800,269.92900,35.37200,234.55700,234.55700,174.67300,414.87300,497.80910,378.72710,83.29200,88.55800,4.98000,4.68000
2013-12-31,3022.98700,977.35700,2045.63000,139.75900,1360.91600,1619.42700,426.20290,-9.90200,416.30100,134.50200,281.79900,281.79900,1.92600,285.78400,544.95490,426.20290,83.48000,86.74200,3.42000,3.29000
2012-12-31,2800.93300,991.68800,1809.24500,116.52600,1280.89900,1485.67700,323.56810,-34.50600,289.06200,119.21500,169.84700,169.84700,-9.05100,159.26600,411.82010,323.56810,86.24700,93.08900,1.85000,1.71000
2011-12-31,2059.44400,753.88900,1305.55500,90.75700,938.26000,1107.79300,197.76210,-26.24000,171.52200,-4.04700,175.56900,175.56900,-3.99200,174.23300,276.53810,197.76210,86.75500,94.32100,2.01000,1.85000
2010-12-31,1636.81500,593.81600,1042.99900,65.09700,808.70600,993.20400,49.79490,-27.10900,22.68600,32.07900,-9.39300,-9.39300,103.74500,99.35900,169.19590,49.79490,106.27400,106.27400,0.93000,0.93000
2009-12-31,1346.69500,429.84900,916.84590,57.84300,745.83200,1954.83300,-1037.98700,90.98800,-946.99900,9.47400,-956.47300,-956.47300,-23.43900,-978.82200,113.17080,-1037.98700,138.59900,138.59900,-7.06000,-7.06000
