,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5522.00000,3438.00000,2084.00000,206.00000,1227.00000,1462.00000,622.00000,-182.00000,440.00000,85.00000,355.00000,355.00000,355.00000,858.00000,622.00000,180.20000,181.00000,1.97000,1.96000
2021-12-31,5195.00000,3220.00000,1975.00000,204.00000,1179.00000,1390.00000,585.00000,-74.00000,511.00000,84.00000,427.00000,427.00000,427.00000,830.00000,585.00000,180.20000,181.50000,2.37000,2.35000
2020-12-31,4876.00000,3046.00000,1830.00000,187.00000,1143.00000,1463.00000,367.00000,-82.00000,285.00000,31.00000,254.00000,254.00000,254.00000,676.00000,367.00000,180.10000,181.10000,1.41000,1.40000
2019-12-31,5249.00000,3203.00000,2046.00000,191.00000,1158.00000,1560.00000,486.00000,-70.00000,416.00000,15.00000,401.00000,401.00000,401.00000,891.00000,486.00000,180.00000,181.20000,2.23000,2.21000
2018-12-31,5207.00000,3181.00000,2026.00000,189.00000,1161.00000,1372.00000,654.00000,-69.00000,585.00000,36.00000,549.00000,549.00000,549.00000,915.00000,654.00000,179.80000,181.10000,3.05000,3.03000
2017-12-31,4707.00000,2860.00000,1847.00000,181.00000,1089.00000,1295.00000,552.00000,-86.00000,466.00000,136.00000,330.00000,330.00000,331.00000,786.00000,552.00000,179.60000,180.90000,1.84000,1.83000
2016-12-31,3771.00000,2309.00000,1462.00000,110.00000,914.00000,1054.00000,408.00000,-68.00000,340.00000,80.00000,260.00000,260.00000,260.00000,559.00000,408.00000,179.10000,180.00000,1.45000,1.45000
2015-12-31,3653.00000,2249.00000,1404.00000,95.00000,854.00000,955.00000,449.00000,-46.00000,403.00000,63.00000,340.00000,340.00000,340.00000,582.00000,449.00000,180.90000,181.70000,1.88000,1.87000
2014-12-31,3916.00000,2403.00000,1513.00000,104.00000,920.00000,1050.00000,463.00000,-42.00000,421.00000,84.00000,337.00000,337.00000,337.00000,605.00000,463.00000,183.10000,184.20000,1.84000,1.83000
2013-12-31,3837.00000,2338.00000,1499.00000,104.00000,990.00000,1136.00000,363.00000,-65.00000,298.00000,70.00000,228.00000,228.00000,228.00000,513.00000,363.00000,185.21600,186.03800,1.23000,1.22000
2012-12-31,3791.00000,2289.00000,1502.00000,106.00000,914.00000,1059.00000,443.00000,-55.00000,388.00000,91.00000,297.00000,297.00000,297.00000,585.00000,443.00000,185.78400,186.23000,1.60000,1.59000
2011-12-31,3803.00000,2342.00000,1461.00000,100.00000,877.00000,1066.00000,395.00000,-12.00000,383.00000,104.00000,279.00000,279.00000,279.00000,532.00000,395.00000,185.05900,185.32400,1.51000,1.50000
2010-12-31,3202.00000,1988.00000,1214.00000,74.00000,737.00000,826.00000,388.00000,,388.00000,59.00000,329.00000,329.00000,329.00000,480.00000,388.00000,184.60000,184.60000,1.78000,1.78000
2009-12-31,2849.00000,1812.00000,1037.00000,63.00000,667.00000,761.00000,276.00000,1.00000,277.00000,14.00000,263.00000,263.00000,263.00000,346.00000,276.00000,184.60000,184.60000,1.42000,1.42000
