,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,5485.50000,2881.20000,2604.30000,617.90000,329.80000,1077.30000,1527.00000,-50.40000,1476.60000,201.40000,1275.20000,1275.20000,1275.20000,2221.10000,1527.00000,162.40000,163.30000,7.85000,7.81000
2021-09-30,5109.10000,2596.70000,2512.40000,532.30000,322.50000,899.70000,1612.70000,-14.00000,1598.70000,100.40000,1498.30000,1498.30000,1498.30000,2050.50000,1612.70000,165.20000,167.00000,9.07000,8.97000
2020-09-30,3355.70000,1742.80000,1612.90000,464.10000,231.40000,721.10000,891.79980,-0.10000,891.70000,76.90000,814.80000,814.80000,814.80000,1256.10000,891.79980,168.50000,169.90000,4.84000,4.80000
2019-09-30,3376.80000,1773.00000,1603.80000,424.10000,198.30000,651.80000,952.00000,9.00000,961.00000,107.40000,853.60000,853.60000,853.60000,1323.60000,952.00000,173.50000,174.50000,4.92000,4.89000
2018-09-30,3868.00000,1917.30000,1950.70000,404.50000,207.80000,631.40000,1319.30000,12.80000,1332.10000,413.70000,918.40000,918.40000,918.40000,1618.50000,1319.30000,181.30000,183.20000,5.06000,5.01000
2017-09-30,3651.40000,1809.60000,1841.80000,355.20000,204.60000,588.00000,1253.80000,3.20000,1257.00000,246.80000,1010.20000,1010.20000,1010.20000,1508.60000,1253.80000,184.30000,186.70000,5.48000,5.41000
2016-09-30,3289.00000,1623.80000,1665.20000,312.40000,195.90000,546.50000,1118.70000,81.90000,1200.60000,205.40000,995.20000,995.20000,995.20000,1366.50000,1118.70000,188.70000,192.10000,5.27000,5.18000
2015-09-30,3258.40000,1703.90000,1554.50000,303.20000,191.30000,531.40000,1023.10000,0.50000,1023.60000,225.30000,798.30000,798.30000,798.30000,1218.90000,1023.10000,189.50000,194.90000,4.21000,4.10000
2014-09-30,2291.50000,1268.80000,1022.70000,252.20000,179.10000,457.50000,565.20000,,565.20000,107.50000,457.70000,457.70000,457.70000,687.90000,565.20000,187.20000,192.60000,2.44000,2.38000
2013-09-30,1792.00000,1025.40000,766.60000,226.30000,159.70000,421.50000,345.10000,-0.60000,344.50000,66.40000,278.10000,278.10000,278.10000,448.50000,345.10000,187.50000,192.20000,1.48000,1.45000
2012-09-30,1568.60000,901.50000,667.10000,212.50000,158.40000,411.50000,255.59990,-0.70000,254.90000,52.90000,202.00000,202.00000,202.00000,358.29990,255.59990,185.80000,191.80000,1.09000,1.05000
2011-09-30,1418.90000,798.60000,620.30000,168.60000,137.30000,325.00000,295.29990,-1.40000,293.90000,67.30000,226.60000,226.60000,226.60000,373.29990,295.29990,182.90000,190.70000,1.24000,1.19000
2010-09-30,1071.84900,615.01600,456.83300,134.14000,117.85300,257.08900,199.74400,-4.67000,195.07400,57.78000,137.29400,137.29400,137.29400,255.14600,199.74400,175.02000,182.73800,0.78000,0.75000
2009-09-30,802.57700,484.35700,318.22000,123.99600,100.42100,246.51700,71.70300,-1.94700,69.75600,-25.22700,94.98300,94.98300,94.98300,127.82300,71.70300,167.04700,169.66300,0.57000,0.56000
