,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,54022.00000,32876.00000,21146.00000,,-281.00000,9184.00000,11962.00000,-4500.00000,7462.00000,1613.00000,5849.00000,5849.00000,5055.00000,20865.00000,11962.00000,161.50100,164.43400,31.30000,30.74000
2021-12-31,51682.00000,31482.00000,20200.00000,,-329.00000,9674.00000,10526.00000,-4138.00000,6388.00000,1068.00000,5320.00000,5320.00000,4654.00000,19871.00000,10526.00000,183.66900,193.04300,25.34000,24.47000
2020-12-31,48097.00000,29930.00000,18167.00000,,-58.00000,9762.00000,8405.00000,-4103.00000,4302.00000,626.00000,3676.00000,3676.00000,3222.00000,18109.00000,8405.00000,203.31600,209.27300,15.85000,15.40000
2019-12-31,45764.00000,29224.00000,16540.00000,,-103.00000,10029.00000,6511.00000,-4080.00000,2431.00000,439.00000,1992.00000,1992.00000,1668.00000,16437.00000,6511.00000,219.50700,223.78600,7.60000,7.45000
2018-12-31,43634.00000,27860.00000,15774.00000,,-235.00000,10553.00000,5221.00000,-3535.00000,1686.00000,180.00000,1506.00000,1506.00000,1230.00000,15539.00000,5221.00000,232.35700,235.52500,5.29000,5.22000
2017-12-31,41581.00000,26541.00000,15040.00000,,-346.00000,10934.00000,4106.00000,-3078.00000,1028.00000,-9087.00000,10115.00000,10115.00000,9895.00000,14694.00000,4106.00000,256.72100,296.70400,38.55000,34.09000
2016-12-31,29003.00000,18655.00000,10348.00000,,-985.00000,7892.00000,2456.00000,-1636.00000,820.00000,-2925.00000,3745.00000,3745.00000,3522.00000,9363.00000,2456.00000,206.53900,234.79100,17.05000,15.94000
2015-12-31,9754.00000,6426.00000,3328.00000,,-89.00000,2214.00000,1114.00000,-1445.00000,-331.00000,-60.00000,-271.00000,-271.00000,-271.00000,3239.00000,1114.00000,101.15300,101.15300,-2.68000,-2.68000
2014-12-31,9108.00000,5973.00000,3135.00000,,-62.00000,2164.00000,971.00000,-918.00000,53.00000,236.00000,-183.00000,-183.00000,-183.00000,3073.00000,971.00000,97.99200,97.99200,-1.88000,-1.88000
2013-12-31,8155.00000,5345.00000,2810.00000,,-47.00000,1901.00000,909.00000,-958.00000,-49.00000,120.00000,-169.00000,-169.00000,-169.00000,2763.00000,909.00000,92.16960,92.16960,-1.82480,-1.82480
2012-12-31,7504.00000,4860.00000,2644.00000,,-16.00000,1729.00000,915.00000,-962.00000,-47.00000,257.00000,-304.00000,-304.00000,-304.00000,2628.00000,915.00000,90.11080,90.11080,-3.37310,-3.37310
2011-12-31,7204.00000,4564.00000,2640.00000,,-7.00000,1599.00000,1041.00000,-1111.00000,-70.00000,299.00000,-369.00000,-369.00000,-369.00000,2633.00000,1041.00000,98.51170,98.51170,-3.74920,-3.74920
2010-12-31,7059.00000,4486.00000,2573.00000,,-25.00000,1549.00000,1024.00000,-966.00000,58.00000,295.00000,-237.00000,-237.00000,-237.00000,2548.00000,1024.00000,102.29940,102.29940,-2.31140,-2.31140
2009-12-31,6755.00000,2909.00000,3846.00000,1380.00000,-2129.00000,4825.00000,-979.00000,10737.00000,9758.00000,-343.00000,10101.00000,10101.00000,11366.00000,337.00000,-979.00000,443.83740,919.04160,33.20060,13.96820
