,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-06-30,10385.00000,5124.00000,5261.00000,3592.00000,,4280.00000,981.00000,-169.00000,812.00000,52.00000,760.00000,760.00000,,623.00000,1669.00000,981.00000,589.50000,592.50000,1.06000,1.05000
2021-06-30,9358.00000,4831.00000,4527.00000,3254.00000,,3934.00000,593.00000,-143.00000,450.00000,61.00000,389.00000,389.00000,,330.00000,1273.00000,593.00000,590.40000,593.40000,0.56000,0.56000
2020-06-30,9008.00000,5000.00000,4008.00000,2995.00000,,3639.00000,369.00000,-1893.00000,-1524.00000,21.00000,-1545.00000,-1545.00000,,-1269.00000,1013.00000,369.00000,587.90000,587.90000,-2.16000,-2.16000
2019-06-30,10074.00000,5639.00000,4435.00000,3191.00000,,3850.00000,585.00000,-231.00000,354.00000,126.00000,228.00000,228.00000,,155.00000,1244.00000,585.00000,584.70000,587.90000,0.27000,0.26000
2018-06-30,9024.00000,4904.00000,4120.00000,3049.00000,,3521.00000,599.00000,-1688.00000,-1089.00000,355.00000,-1444.00000,-1444.00000,,-1516.00000,1071.00000,599.00000,582.70000,582.70000,-2.60000,-2.60000
2017-06-30,8139.00000,4529.00000,3610.00000,2728.00000,,3177.00000,433.00000,-1048.00000,-615.00000,28.00000,-643.00000,-643.00000,,-740.00000,882.00000,433.00000,581.40000,581.40000,-1.27000,-1.27000
2016-06-30,8292.00000,4728.00000,3564.00000,2722.00000,-158.00000,3385.00000,179.00000,2.00000,181.00000,-54.00000,235.00000,235.00000,15.00000,177.00000,684.00000,179.00000,580.60000,582.50000,0.30000,0.30000
2015-06-30,8524.00000,4952.00000,3572.00000,2627.00000,,3125.00000,447.00000,105.00000,552.00000,185.00000,367.00000,367.00000,-445.00000,-149.00000,945.00000,447.00000,581.00000,582.60000,-0.26000,-0.26000
2014-06-30,8486.00000,5074.00000,3412.00000,2449.00000,,3001.00000,411.00000,-589.00000,-178.00000,-614.00000,436.00000,436.00000,-142.00000,237.00000,963.00000,411.00000,579.00000,579.70000,0.41000,0.41000
2013-06-30,8891.00000,5420.00000,3471.00000,2783.00000,,3331.00000,140.00000,33.00000,173.00000,-374.00000,547.00000,547.00000,,506.00000,688.00000,140.00000,578.80000,579.40000,0.87000,0.87000
2012-06-30,8654.00000,5122.00000,3532.00000,2750.00000,,3233.00000,299.00000,-2676.00000,-2377.00000,-337.00000,-2040.00000,-2040.00000,,-2075.00000,782.00000,299.00000,578.80000,578.80000,-3.58000,-3.58000
2011-06-30,9095.00000,5234.00000,3861.00000,2648.00000,,3078.00000,783.00000,178.00000,961.00000,257.00000,704.00000,704.00000,,678.00000,1213.00000,783.00000,579.48720,579.48720,1.17000,1.17000
