,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,3311.82200,1321.99200,1989.83000,221.61700,1025.51400,,1247.13100,742.69900,-90.86200,651.83700,139.16100,512.67600,512.67600,56.50300,569.17900,1222.29800,742.69900,126.15500,126.42600,4.51000,4.50000
2021-12-31,3827.80800,1393.82100,2433.98700,200.33700,975.19300,,1175.53000,1258.45700,-54.87500,1203.58200,314.14600,889.43600,889.43600,53.72100,943.15700,1610.06300,1258.45700,116.16500,116.67400,8.12000,8.08000
2020-12-31,2663.23000,933.05100,1730.17900,146.44100,716.46500,,862.90600,867.27290,-67.20100,800.07200,169.51200,630.56010,630.56000,97.32700,727.88700,1074.14300,867.27290,111.51400,112.08500,6.52000,6.49000
2019-12-31,2883.67300,1487.61800,1396.05500,189.33600,815.31800,,1034.08200,361.97310,-124.83100,237.14200,9.38900,227.75300,227.75300,-0.19500,227.55800,601.43410,361.97310,110.82700,111.50100,2.06000,2.04000
2018-12-31,2777.99600,1437.05700,1340.93900,193.99800,811.91300,,1017.05500,323.88400,-66.20100,257.68300,20.20800,237.47500,237.47500,0.45200,237.92700,527.08500,323.88400,110.56100,111.53400,2.15000,2.13000
2017-12-31,2256.98200,1183.22800,1073.75400,139.46400,626.01800,,778.13900,295.61500,1.10300,296.71800,139.82800,156.89000,156.89000,135.74300,292.63300,409.39500,295.61500,109.85700,110.85900,2.67000,2.64000
2016-12-31,2115.51700,1101.15600,1014.36100,124.18400,590.47100,,719.77900,294.58200,-50.51400,244.06800,28.36200,215.70600,215.70600,18.59300,234.29900,397.08700,294.58200,109.47800,110.31300,2.14000,2.12000
2015-12-31,2104.82300,1140.59200,964.23100,112.53900,587.21900,,713.30500,250.92590,-42.11900,208.80700,20.02200,188.78500,188.78500,23.64000,212.42500,365.06090,250.92590,112.50700,113.31500,1.89000,1.87000
2014-12-31,2069.88000,1135.28200,934.59790,108.05700,648.20900,,769.59100,165.00700,-41.13900,123.86800,-6.27100,130.13900,130.13900,27.63900,157.77800,279.33100,165.00700,112.59300,113.73900,1.40000,1.39000
2013-12-31,2157.58600,1181.44400,976.14200,132.40000,581.89800,-0.15800,748.34800,227.79410,-64.11000,163.68400,-10.58300,174.26700,174.26700,-7.05500,167.21200,361.37810,227.79410,112.25400,113.50300,1.49000,1.47000
2012-12-31,2105.18800,1143.65900,961.52890,131.83500,627.37000,-74.15300,858.40900,103.12000,-47.95600,55.16400,-16.12500,71.28900,71.28900,-1.34900,69.94000,236.97700,103.12000,113.72800,114.86000,0.61000,0.61000
2011-12-31,1918.50800,1070.70800,847.80000,115.82100,624.39300,-3.00600,756.67200,91.12790,-26.77400,64.35400,63.18200,1.17200,1.17200,6.48300,7.65500,211.79190,91.12790,112.97600,113.86400,0.07000,0.07000
2010-12-31,1701.76700,943.11200,758.65500,94.81100,487.31300,,601.08700,157.56800,8.38300,165.95100,27.04300,138.90800,138.90800,252.07500,390.98300,249.34400,157.56800,117.10900,117.98200,3.34000,3.31000
2009-12-31,1550.76600,849.52110,701.24490,90.49100,476.82100,0.00000,585.29890,115.94590,-15.78700,100.15900,26.69800,73.46100,73.46100,8.62000,82.08100,200.38890,115.94590,116.25000,116.59000,0.71000,0.70000
