,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,81462.00000,60609.00000,20853.00000,3075.00000,3946.00000,7197.00000,13656.00000,63.00000,13719.00000,1132.00000,12587.00000,12587.00000,12583.00000,17403.00000,13656.00000,3130.00000,3475.00000,4.02000,3.62000
2021-12-31,53823.00000,40217.00000,13606.00000,2593.00000,4517.00000,7083.00000,6523.00000,-180.00000,6343.00000,699.00000,5644.00000,5644.00000,5524.00000,9434.00000,6523.00000,2959.00000,3386.00000,1.87000,1.63000
2020-12-31,31536.00000,24906.00000,6630.00000,1491.00000,3145.00000,4636.00000,1994.00000,-840.00000,1154.00000,292.00000,862.00000,862.00000,690.00000,4316.00000,1994.00000,2798.00000,3249.00000,0.25000,0.21000
2019-12-31,24578.00000,20509.00000,4069.00000,1343.00000,2646.00000,4138.00000,-69.00000,-596.00000,-665.00000,110.00000,-775.00000,-775.00000,-862.00000,2085.00000,-69.00000,2661.00000,2661.00000,-0.32670,-0.32670
2018-12-31,21461.00000,17419.00000,4042.00000,1460.00000,2835.00000,4430.00000,-388.00000,-617.00000,-1005.00000,58.00000,-1063.00000,-1063.00000,-976.00000,1672.00000,-388.00000,2559.00000,2559.00000,-0.38000,-0.38000
2017-12-31,11759.00000,9536.00000,2223.00000,1378.00000,2477.00000,3855.00000,-1632.00000,-577.00000,-2209.00000,32.00000,-2241.00000,-2241.00000,-1962.00000,95.00000,-1632.00000,2490.00000,2490.00000,-0.78870,-0.78870
2016-12-31,7000.13200,5400.87500,1599.25700,834.40800,1432.18900,2266.59700,-667.34030,-79.00800,-746.34800,26.69800,-773.04600,-773.04600,-674.91400,374.44870,-667.34030,2163.18000,2163.18000,-0.31200,-0.31200
2015-12-31,4046.02500,3122.52200,923.50270,717.90000,922.23200,1640.13200,-716.62940,-158.99500,-875.62400,13.03900,-888.66300,-888.66300,-888.66300,-215.98540,-716.62940,1923.03000,1923.03000,-0.46200,-0.46200
2014-12-31,3198.35600,2316.68500,881.67110,464.70000,603.66000,1068.36000,-186.68870,-97.94700,-284.63600,9.40400,-294.04000,-294.04000,-294.04000,114.97630,-186.68870,1868.08500,1868.08500,-0.15730,-0.15730
2013-12-31,2013.49600,1557.23400,456.26200,231.97600,285.56900,517.54500,-61.28310,-10.14300,-71.42600,2.58800,-74.01400,-74.01400,-74.01400,59.50090,-61.28310,1791.31500,1791.31500,-0.04130,-0.04130
2012-12-31,413.25600,383.18900,30.06700,273.97800,150.37200,424.35000,-394.28300,-1.79400,-396.07700,0.13600,-396.21300,-396.21300,-396.21300,-365.45800,-394.28300,1610.23500,1610.23500,-0.24600,-0.24600
2011-12-31,204.24200,142.64700,61.59500,208.98100,104.10200,313.08300,-251.48800,-2.43400,-253.92200,0.48900,-254.41100,-254.41100,-254.41100,-234.56900,-251.48800,1505.83500,1505.83500,-0.16870,-0.16870
2010-12-31,116.74400,86.01300,30.73100,92.99600,84.57300,177.56900,-146.83800,-7.31700,-154.15500,0.17300,-154.32800,-154.32800,-154.32800,-136.21500,-146.83800,760.77000,760.77000,-0.20270,-0.20270
2009-12-31,111.94300,102.40800,9.53500,19.28200,42.15000,61.43200,-51.89700,-3.81700,-55.71400,0.02600,-55.74000,-55.74000,-55.74000,-44.95700,-51.89700,105.33000,105.33000,-0.52930,-0.52930
